model	date	method	resolution	distance_mean	distance_median
3e8tFH_A	2008-08-20	x-ray diffraction	1.3	1.5188790308567788	1.5184979548410342
3fybFH_A	2009-01-22	x-ray diffraction	1.8	1.5304046279181875	1.530372103494416
2ev1FH_A	2005-10-30	x-ray diffraction	1.6	1.5284484964527574	1.5286997068138521
1gnxFH_B	2001-10-10	x-ray diffraction	1.68	nan	1.5242452877850134
3iq3FH_A	2009-08-19	x-ray diffraction	1.55	1.5144955889151344	1.5146995304417858
3ioyFH_B	2009-08-15	x-ray diffraction	1.9	1.5295961337690074	1.5290639633673295
2pnyFH_A	2007-04-25	x-ray diffraction	1.81	1.5275003880218596	1.5284742510008875
3gg9FH_B	2009-02-27	x-ray diffraction	1.9	1.5285706327873367	1.529064464893101
1yoaFH_A	2005-01-27	x-ray diffraction	1.9	1.5251573509663185	1.5253272270989453
1dljFH_A	1999-12-09	x-ray diffraction	1.8	1.5278438738041786	1.5273514963750638
1vr8FH_A	2005-02-16	x-ray diffraction	1.75	1.524087236795854	1.5233638653917054
3mnoFH_A	2010-04-22	x-ray diffraction	1.55	nan	1.5282223233371788
2jhnFH_B	2007-02-22	x-ray diffraction	1.8	1.5321738616006895	1.5326162708742006
2nptFH_C	2006-10-30	x-ray diffraction	1.75	1.5304166461454487	1.5308041237348524
3mjdFH_A	2010-04-12	x-ray diffraction	1.9	1.5272520464294532	1.5272701645081634
2wyuFH_B	2009-11-20	x-ray diffraction	1.5	1.5261819518493243	1.5264271086297825
2g40FH_A	2006-02-21	x-ray diffraction	1.7	1.5209508920293107	1.521730802695584
3ie5FH_A	2009-07-22	x-ray diffraction	1.69	1.5229617376751465	1.52234938404467
2q9rFH_A	2007-06-13	x-ray diffraction	1.91	nan	1.5281497492711464
2c0gFH_B	2005-09-02	x-ray diffraction	1.75	1.5289916360232996	1.5282621956824116
3bosFH_B	2007-12-17	x-ray diffraction	1.75	1.5289919539564862	1.5290684634226237
1thmFH_A	1992-02-24	x-ray diffraction	1.37	1.5228159359036637	1.5228298844972716
3c85FH_C	2008-02-08	x-ray diffraction	1.9	1.525027164083114	1.5238336817360465
3iloFH_A	2009-08-07	x-ray diffraction	1.1	1.5243061535577516	1.52490702447969
3nkeFH_B	2010-06-18	x-ray diffraction	1.4	1.5259123554383405	1.5258558359095986
1uj8FH_A	2003-07-29	x-ray diffraction	1.75	1.5238847108781426	1.5238959406974115
2fbaFH_A	2005-12-09	x-ray diffraction	1.1	1.5253948958789214	1.5256986666307164
2iaiFH_A	2006-09-08	x-ray diffraction	1.65	1.524157232232517	1.524028754038195
2p65FH_A	2007-03-16	x-ray diffraction	1.7	1.5274890728521013	1.5274266291923062
3lygFH_A	2010-02-26	x-ray diffraction	1.61	1.5246492207297422	1.5252301373763864
3g2bFH_A	2009-01-31	x-ray diffraction	1.66	1.5239415169277999	1.5252007430796666
2zouFH_B	2008-06-07	x-ray diffraction	1.45	1.524025126752112	1.5249626960533293
1dlyFH_A	1999-12-13	x-ray diffraction	1.8	1.5271892003121863	1.5274653706161547
3mhsFH_A	2010-04-08	x-ray diffraction	1.89	1.525971373198477	1.5265955520127876
2qqiFH_A	2007-07-26	x-ray diffraction	1.8	1.523301201019499	1.5237101199969492
3lzwFH_A	2010-03-02	x-ray diffraction	1.8	1.5269120402192853	1.5267719117655518
2yz1FH_B	2007-05-02	x-ray diffraction	1.4	1.5163747001194567	1.5155766124079841
1qveFH_B	2003-08-27	x-ray diffraction	1.54	1.5240694620398956	1.5250195109389497
3m8jFH_A	2010-03-18	x-ray diffraction	1.4	1.5218467828242364	1.5213265894570625
2eqaFH_A	2007-03-30	x-ray diffraction	1.8	1.5247303122643925	1.524983890291469
2guhFH_A	2006-04-30	x-ray diffraction	1.52	1.5270733271052748	1.5277752579773154
3npkFH_A	2010-06-28	x-ray diffraction	1.5	1.5266393700922238	1.5270142599243632
3bhgFH_A	2007-11-28	x-ray diffraction	1.9	1.5301424654944031	1.5300655210092236
3ed4FH_B	2008-09-02	x-ray diffraction	1.7	1.5297040392018368	1.5303144661008714
2p39FH_A	2007-03-08	x-ray diffraction	1.5	1.5234105232066344	1.5235168012833165
3m0mFH_B	2010-03-03	x-ray diffraction	1.45	1.5245546674199064	1.5251670703730333
3ly1FH_C	2010-02-25	x-ray diffraction	1.8	1.5291642411894313	1.5286909981440595
1zdyFH_A	2005-04-15	x-ray diffraction	1.44	1.5252255906261931	1.5258978804341419
2cbzFH_A	2006-01-10	x-ray diffraction	1.5	nan	1.5257595880232542
1k8wFH_A	2001-10-25	x-ray diffraction	1.85	nan	1.524174756307533
1q08FH_B	2003-07-15	x-ray diffraction	1.9	1.5262316840079224	1.5262405614667924
1uj2FH_A	2003-07-25	x-ray diffraction	1.8	1.5257165463980868	1.5257819922623885
3e2vFH_B	2008-08-06	x-ray diffraction	1.5	1.5262266724428386	1.5264292765259708
2qnkFH_A	2007-07-18	x-ray diffraction	1.6	1.5259067972922384	1.5258686425340693
2p3pFH_B	2007-03-09	x-ray diffraction	1.76	1.527933788321689	1.5275466699206461
2fmmFH_C	2006-01-09	x-ray diffraction	1.8	1.5236690478265826	1.5238381350911652
2bkmFH_B	2006-02-08	x-ray diffraction	1.5	1.5205977211083561	1.5225681818109247
2he4FH_A	2006-06-21	x-ray diffraction	1.45	1.5230366870590022	1.5247445002280253
1q1rFH_B	2003-07-22	x-ray diffraction	1.91	1.5249159866175503	1.525370927493382
2y8gFH_B	2011-02-06	x-ray diffraction	1.61	nan	1.521426951316442
2fpqFH_A	2006-01-16	x-ray diffraction	1.65	1.5255386524246326	1.5257754616491224
3giuFH_A	2009-03-06	x-ray diffraction	1.25	1.5236508331790952	1.5239202739766518
1pamFH_B	1996-07-08	x-ray diffraction	1.8	1.5216335207351934	1.5216665513333032
1c1kFH_A	1999-07-22	x-ray diffraction	1.45	1.5260786137974587	1.526134724169503
3f97FH_A	2008-11-13	x-ray diffraction	1.7	1.5265732700670456	1.526471521772876
3c24FH_B	2008-01-24	x-ray diffraction	1.62	1.5208584851429088	1.5213294483471471
1o5kFH_B	2003-09-22	x-ray diffraction	1.8	1.5251842445336126	1.5250684065437627
3c6vFH_B	2008-02-05	x-ray diffraction	1.9	1.5294253983733819	1.530033345206965
3aprFH_E	1987-06-22	x-ray diffraction	1.8	1.5263381913841558	1.5261699757956706
1qd9FH_C	1999-07-09	x-ray diffraction	1.7	1.5272632157830037	1.5267384267041324
1o91FH_C	2002-12-10	x-ray diffraction	1.9	1.5230406643080194	1.5235408424885093
3e6qFH_G	2008-08-15	x-ray diffraction	1.75	1.5249001309864183	1.5244623134379784
1m4jFH_A	2002-07-03	x-ray diffraction	1.6	1.523573500134746	1.5237153885726222
2gsvFH_B	2006-04-26	x-ray diffraction	1.9	1.52619020586506	1.526023273337028
2gasFH_A	2006-03-09	x-ray diffraction	1.6	1.524773011016105	1.5251979199462826
3mqzFH_A	2010-04-28	x-ray diffraction	1.3	1.5251202114253912	1.525002983494464
3m7aFH_A	2010-03-16	x-ray diffraction	1.22	1.5241111319863097	1.5241386533006773
1pqhFH_B	2003-06-18	x-ray diffraction	1.29	1.5185703516606863	1.5181770184015415
3qyjFH_A	2011-03-03	x-ray diffraction	1.78	1.5291133157126975	1.528876685973559
2dplFH_A	2006-05-12	x-ray diffraction	1.43	1.525114349753448	1.525259928685893
1w6sFH_C	2004-08-23	x-ray diffraction	1.2	nan	1.5347428617837395
1t61FH_E	2004-05-05	x-ray diffraction	1.5	1.5236102561070055	1.5238359804021926
2cxhFH_A	2005-06-29	x-ray diffraction	1.8	1.523949872787287	1.524368776665931
1j3wFH_C	2003-02-18	x-ray diffraction	1.5	1.5237652891970637	1.5239171637629043
3i3fFH_B	2009-06-30	x-ray diffraction	1.35	1.5260041167498228	1.525960943349456
3erpFH_B	2008-10-02	x-ray diffraction	1.55	1.5267163413354456	1.5270620661823537
1t7rFH_A	2004-05-10	x-ray diffraction	1.4	1.5256189226673993	1.5257337513860423
3d3zFH_A	2008-05-13	x-ray diffraction	1.7	1.5293208441797195	1.528777107960758
1bsgFH_A	1998-07-20	x-ray diffraction	1.85	1.5257276877591308	1.5258249009754188
2z6nFH_A	2007-08-04	x-ray diffraction	1.86	1.5255812449543582	1.5261470200153042
1nquFH_B	2003-01-23	x-ray diffraction	1.75	1.5238769474942981	1.5236563363404612
1r7jFH_A	2003-10-21	x-ray diffraction	1.47	1.5246604939901307	1.524896122201353
3qe1FH_A	2011-01-19	x-ray diffraction	1.68	1.5259126502397782	1.5264600572944056
2cmjFH_B	2006-05-10	x-ray diffraction	1.99	1.5278938209359685	1.5281509892978191
2zmuFH_A	2008-04-21	x-ray diffraction	1.65	1.5229702901678674	1.5235821820532964
3g02FH_B	2009-01-27	x-ray diffraction	1.5	1.5264830778307232	1.5268102139950117
2ih5FH_A	2006-09-25	x-ray diffraction	1.8	1.5275632117128273	1.527808814441634
2quoFH_A	2007-08-06	x-ray diffraction	1.75	1.5251987475156144	1.525166085546451
1t2hFH_B	2004-04-21	x-ray diffraction	1.0	1.5210136518394515	1.5208517162714021
1t3yFH_A	2004-04-28	x-ray diffraction	1.15	1.5213423073726247	1.5220555553748982
2j8hFH_A	2006-10-25	x-ray diffraction	1.99	1.5185330435414548	1.5192233833367093
3goxFH_B	2009-03-20	x-ray diffraction	1.5	1.5259113742836956	1.526075051943762
3ccfFH_A	2008-02-25	x-ray diffraction	1.9	1.517532967598892	1.5177447595071154
3eoiFH_A	2008-09-26	x-ray diffraction	1.52	1.5236236930227132	1.5245424282125886
2b4vFH_A	2005-09-26	x-ray diffraction	1.8	1.5286916292306514	1.5289482424088372
1zk4FH_A	2005-05-02	x-ray diffraction	1.0	1.5228891724570925	1.5235340890305729
2w9hFH_A	2009-01-23	x-ray diffraction	1.48	nan	1.523666334178582
2hsaFH_A	2006-07-21	x-ray diffraction	1.5	1.525327619503689	1.5254988177612498
1r3dFH_A	2003-10-01	x-ray diffraction	1.9	1.525460691542313	1.5261015120874362
2ddrFH_A	2006-02-02	x-ray diffraction	1.4	1.5236616708569866	1.5239433189532177
2bpdFH_B	2005-04-19	x-ray diffraction	1.5	1.5252002274109167	1.5254906610149341
3h7iFH_A	2009-04-27	x-ray diffraction	1.5	1.5254415973511375	1.5250118029331965
1ixgFH_A	1996-08-01	x-ray diffraction	1.05	1.5240646461485834	1.5247853681928596
1jnrFH_C	2001-07-25	x-ray diffraction	1.6	1.5237404951640794	1.523988672778849
2wuqFH_B	2009-10-07	x-ray diffraction	1.8	1.527324899232937	1.5271589002421675
2a9iFH_A	2005-07-11	x-ray diffraction	1.7	1.5279994257770282	1.5278085430800588
2xkgFH_A	2010-07-08	x-ray diffraction	1.6	1.525428469473316	1.5258389242894903
2furFH_B	2006-01-27	x-ray diffraction	1.8	1.5248962682111247	1.5253420612120319
1jkxFH_A	2001-07-13	x-ray diffraction	1.6	1.5244321676783594	1.5248494759938787
3ba3FH_A	2007-11-07	x-ray diffraction	1.55	1.5267124055293504	1.5257576480368589
2ip1FH_A	2006-10-11	x-ray diffraction	1.8	1.5286689230178776	1.5286624051202196
2x3gFH_A	2010-01-24	x-ray diffraction	1.8	1.5236624339308167	1.5230542302761834
2dtcFH_B	2006-07-12	x-ray diffraction	1.7	1.5253248765793024	1.524073393249249
2hgxFH_B	2006-06-27	x-ray diffraction	1.8	1.5272748970521133	1.527732790858083
1ceoFH_A	1995-12-04	x-ray diffraction	1.9	1.525833608008258	1.5259089379744486
3ga7FH_A	2009-02-16	x-ray diffraction	1.55	1.5248833145448415	1.5255049040111512
3kqrFH_A	2009-11-17	x-ray diffraction	1.5	1.5201765951137645	1.5197012509553636
2fsxFH_A	2006-01-23	x-ray diffraction	1.8	1.5298161501611995	1.528890738600722
3hxfFH_B	2009-06-20	x-ray diffraction	1.9	1.5263018059279703	1.5261371706479296
1jyaFH_A	2001-09-11	x-ray diffraction	1.74	1.5243558719083068	1.524946281695195
1rw1FH_A	2003-12-15	x-ray diffraction	1.02	1.5233092261543657	1.5239219740477261
2g2nFH_C	2006-02-16	x-ray diffraction	1.65	1.5248675919406718	1.52582338591951
2ou3FH_A	2007-02-09	x-ray diffraction	1.85	1.5266926634972036	1.526779880369991
2hsjFH_D	2006-07-21	x-ray diffraction	1.5	1.5267102743238294	1.527684591706698
3f1pFH_A	2008-10-28	x-ray diffraction	1.17	1.5175486896474213	1.5186852667611785
1zldFH_A	2005-05-06	x-ray diffraction	1.65	1.5213658829661783	1.5209679643145855
3fdrFH_A	2008-11-26	x-ray diffraction	1.75	1.526952122435583	1.5260614758782662
3ijlFH_A	2009-08-04	x-ray diffraction	1.5	1.5244205595609737	1.5248455612183616
3k62FH_A	2009-10-08	x-ray diffraction	1.9	1.5279984674862745	1.5282506588479903
3a02FH_A	2009-02-28	x-ray diffraction	1.0	1.5229009653444863	1.5216638619561416
1yqeFH_A	2005-02-01	x-ray diffraction	1.83	1.5246421449307426	1.524898297260268
3dg3FH_A	2008-06-12	x-ray diffraction	1.6	1.524314579709743	1.5247287221069366
2i7cFH_C	2006-08-30	x-ray diffraction	1.71	1.5298824371032378	1.5295129203454203
1uk7FH_A	2003-08-19	x-ray diffraction	1.7	1.524552105460674	1.5253376905781648
2cg1FH_A	2006-02-27	x-ray diffraction	1.67	1.5238759323679893	1.5232573246573298
2v0cFH_A	2007-05-14	x-ray diffraction	1.85	1.5277015520821065	1.5285034950078644
2hjvFH_A	2006-07-02	x-ray diffraction	1.95	1.5268414515885984	1.527621143558179
2x5hFH_B	2010-02-08	x-ray diffraction	1.8	1.5234422091240032	1.5240719747241451
3cj1FH_A	2008-03-12	x-ray diffraction	1.7	1.5299172062645605	1.530403407641544
1y7tFH_B	2004-12-10	x-ray diffraction	1.65	1.5244217511865457	1.5248311508269792
1r9wFH_A	2003-10-31	x-ray diffraction	1.8	1.525550154322699	1.52528067979588
2qhqFH_B	2007-07-02	x-ray diffraction	1.76	1.5251993869126514	1.526579693373546
1zhvFH_A	2005-04-26	x-ray diffraction	1.5	1.5232399926811357	1.5234323443745792
2q24FH_A	2007-05-25	x-ray diffraction	1.8	1.530261217899728	1.5290574349215647
3cmbFH_D	2008-03-21	x-ray diffraction	1.6	1.5196024791418166	1.5177555714571693
1nutFH_A	2003-02-01	x-ray diffraction	1.9	1.5264050705855203	1.5265299106274421
3e3uFH_A	2008-08-08	x-ray diffraction	1.56	1.5269847433348314	1.5268191430287132
2dxeFH_B	2006-08-25	x-ray diffraction	1.7	1.524219909880304	1.5250804089208365
1y02FH_A	2004-11-14	x-ray diffraction	1.8	1.52472582071959	1.5246823357001105
2f51FH_A	2005-11-25	x-ray diffraction	1.9	1.5267967109028246	1.5269073222155671
2eeoFH_B	2007-02-16	x-ray diffraction	1.6	1.5237062433615491	1.5242835804895247
3o0qFH_A	2010-07-19	x-ray diffraction	1.8	1.5265918095322235	1.5266246980696627
3it4FH_C	2009-08-27	x-ray diffraction	1.7	1.5258832413566388	1.5258210145282864
3hnbFH_M	2009-05-31	x-ray diffraction	1.15	1.52299557587045	1.5224114013556276
4vubFH_A	1998-04-17	x-ray diffraction	1.45	1.5267077556507858	1.5273197663811413
1a73FH_A	1998-03-19	x-ray diffraction	1.8	1.5251796616890194	1.5254074909218365
2bzvFH_A	2005-08-23	x-ray diffraction	1.15	nan	1.525947363823097
3eo8FH_F	2008-09-26	x-ray diffraction	1.74	1.5251168013031844	1.5256532771723073
2cvdFH_D	2005-06-02	x-ray diffraction	1.45	1.5255467249669858	1.5257599718401067
3eunFH_A	2008-10-10	x-ray diffraction	1.05	1.5168505890850923	1.516305810358011
1t1gFH_A	2004-04-16	x-ray diffraction	1.18	1.5280558239720314	1.5280607573866472
1hxiFH_A	2001-01-15	x-ray diffraction	1.6	1.5250509590193568	1.5264421171032994
1i8fFH_F	2001-03-14	x-ray diffraction	1.75	1.5226889874505192	1.523348837043937
2c4nFH_A	2005-10-20	x-ray diffraction	1.8	1.5234632429846342	1.5238638926108095
2ftzFH_A	2006-01-25	x-ray diffraction	1.9	1.5285960537283265	1.5288715977166665
2g8oFH_B	2006-03-02	x-ray diffraction	1.3	1.5244439260155844	1.5252713981495918
2h2rFH_B	2006-05-19	x-ray diffraction	1.5	1.521302724153004	1.5211585562784222
3eehFH_A	2008-09-04	x-ray diffraction	1.95	1.5247040233837696	1.5254932648382513
1okiFH_B	2003-07-25	x-ray diffraction	1.4	nan	1.5227057836211735
2bikFH_B	2005-01-22	x-ray diffraction	1.8	1.5260488592213581	1.5256956622393942
2guyFH_A	2006-05-02	x-ray diffraction	1.59	1.5257351188175938	1.5261415553011477
1swyFH_A	2004-03-30	x-ray diffraction	1.06	1.5203168739720507	1.520723461304851
2xbkFH_A	2010-04-12	x-ray diffraction	1.95	1.531677394707174	1.5317982270588146
2xexFH_A	2010-05-19	x-ray diffraction	1.9	nan	1.5347656672889398
2oztFH_A	2007-02-27	x-ray diffraction	1.42	1.524142156895445	1.523532968605815
2w9yFH_A	2009-01-30	x-ray diffraction	1.8	1.528962614620387	1.528714694672158
3cveFH_A	2008-04-18	x-ray diffraction	1.75	1.5312875233775323	1.5310107241851156
3fvhFH_A	2009-01-15	x-ray diffraction	1.58	1.523558111055669	1.52458885866874
2c1sFH_A	2005-09-19	x-ray diffraction	1.75	1.5237711736314319	1.5252981751136288
3amnFH_B	2010-08-20	x-ray diffraction	1.47	1.5198171050923728	1.5199019927275
1p3dFH_B	2003-04-17	x-ray diffraction	1.7	1.5240386159629218	1.524410490170773
1nc5FH_A	2002-12-04	x-ray diffraction	1.6	1.5271318901144797	1.5273233428097563
2zwaFH_B	2008-12-01	x-ray diffraction	1.7	1.5244621632629234	1.5245546877808505
2zs0FH_A	2008-09-02	x-ray diffraction	1.6	1.5262203347887855	1.5268121694981396
3dboFH_B	2008-06-02	x-ray diffraction	1.76	1.5292903220546046	1.5297004512610815
3gs2FH_A	2009-03-26	x-ray diffraction	1.7	1.5253101332760102	1.5251051093228356
1q7eFH_A	2003-08-18	x-ray diffraction	1.6	1.5264103607706971	1.5260542277194393
3flvFH_A	2008-12-19	x-ray diffraction	1.7	1.5303606337864166	1.5294503227386729
2i33FH_B	2006-08-17	x-ray diffraction	1.57	1.522949679263262	1.5223921455712863
3bhnFH_A	2007-11-28	x-ray diffraction	1.76	1.5271304628691262	1.5286119895560495
2ehpFH_A	2007-03-07	x-ray diffraction	1.3	1.5236190588033887	1.5244204460498836
2cb8FH_A	2006-01-03	x-ray diffraction	1.4	1.5261695038778431	1.526428607835599
1wehFH_B	2004-05-25	x-ray diffraction	1.8	1.525055506323778	1.5251225125715513
2a4xFH_A	2005-06-30	x-ray diffraction	1.4	1.5257262544491934	1.5259185514796867
2pd1FH_B	2007-03-30	x-ray diffraction	1.86	1.5242107976601376	1.526110022229712
2qhoFH_B	2007-07-02	x-ray diffraction	1.85	1.5349883258664956	1.5373285809839012
2v8uFH_A	2007-08-14	x-ray diffraction	1.05	1.521439283784393	1.5218310502722354
2a14FH_A	2005-06-17	x-ray diffraction	1.7	1.527629953442199	1.5280470578652328
1pkhFH_A	2003-06-05	x-ray diffraction	1.42	1.5220857268166441	1.5220657085186788
3c8xFH_A	2008-02-14	x-ray diffraction	1.95	1.5234097258490704	1.5237216565484646
2o28FH_A	2006-11-29	x-ray diffraction	1.8	1.5277163707692785	1.5277275755421806
1ojkFH_A	2003-07-10	x-ray diffraction	1.5	nan	1.523364526126524
2b7kFH_A	2005-10-04	x-ray diffraction	1.8	1.5241725414849918	1.5246761231647898
1elrFH_A	2000-03-14	x-ray diffraction	1.9	1.5281765593141725	1.5285754954430035
1dowFH_A	1999-12-21	x-ray diffraction	1.8	1.5258063267607453	1.5257587763158846
2pbkFH_B	2007-03-28	x-ray diffraction	1.73	1.5256412586607493	1.5266229830251232
3orvFH_B	2010-09-07	x-ray diffraction	1.91	1.53401292248554	1.5327683665047767
3ci6FH_B	2008-03-10	x-ray diffraction	1.55	1.5218081094700293	1.5214343997891782
2zxjFH_B	2008-12-26	x-ray diffraction	1.87	1.5278118893267285	1.527231978707898
2qhkFH_A	2007-07-02	x-ray diffraction	1.91	1.5302648370293632	1.5306644031036312
3cx5FH_E	2008-04-23	x-ray diffraction	1.9	1.5269078969216228	1.5267913721255195
1z08FH_C	2005-03-01	x-ray diffraction	1.8	1.5277123020588594	1.5278692560747311
2r75FH_1	2007-09-07	x-ray diffraction	1.4	1.5226823295433287	1.522048575579829
3ef6FH_A	2008-09-08	x-ray diffraction	1.8	1.5277619412646999	1.5279155991464912
2yskFH_A	2007-04-03	x-ray diffraction	1.9	1.5272029877957578	1.5273650399911323
2fcoFH_B	2005-12-12	x-ray diffraction	1.4	1.5236470592740845	1.5246505883017734
2bjrFH_A	2005-02-07	x-ray diffraction	1.8	1.5241008467555868	1.523623991738039
1m7jFH_A	2002-07-22	x-ray diffraction	1.5	1.5218234049054338	1.5221916007178125
2icrFH_A	2006-09-13	x-ray diffraction	1.51	1.5236232677438732	1.5238605319318685
1wteFH_A	2004-11-22	x-ray diffraction	1.9	1.5296279986644772	1.5305798529530459
1vchFH_C	2004-03-08	x-ray diffraction	1.94	nan	1.5222022406494435
3bguFH_B	2007-11-27	x-ray diffraction	1.5	1.5263149911916858	1.5261852395006388
1mo1FH_A	2002-09-06	x-ray diffraction	1.8	1.5263049284616255	1.5265582505190785
3cjyFH_A	2008-03-14	x-ray diffraction	1.7	1.5212454090806693	1.5204258393327958
3fajFH_A	2008-11-17	x-ray diffraction	1.7	1.528747147110802	1.5291780328189817
1zkkFH_B	2005-05-03	x-ray diffraction	1.45	1.5243357949066922	1.5244727603712758
1f1mFH_C	2000-05-19	x-ray diffraction	1.8	1.5254992794756255	1.5258779291799742
1vbuFH_A	2004-03-02	x-ray diffraction	1.8	1.526689260809384	1.5270895872098127
2wx9FH_A	2009-11-05	x-ray diffraction	1.37	1.5241949626300124	1.5243381467494437
2c2nFH_A	2005-09-29	x-ray diffraction	1.55	1.5261830474402178	1.5248709081575411
2w50FH_B	2008-12-03	x-ray diffraction	1.6	1.5280248756314516	1.526772228008685
2d4nFH_A	2005-10-20	x-ray diffraction	1.53	1.5267037452236336	1.5260105972208744
2i6vFH_A	2006-08-29	x-ray diffraction	1.63	1.5244544724815712	1.5241900096223557
3l6dFH_B	2009-12-23	x-ray diffraction	1.9	1.5285463145844638	1.5286471447735999
2oo0FH_A	2007-01-25	x-ray diffraction	1.9	1.5285880767696507	1.5288522060663945
3h04FH_A	2009-04-08	x-ray diffraction	1.9	1.527220579038872	1.5268720040981991
3ognFH_B	2010-08-17	x-ray diffraction	1.3	1.518255683702759	1.517805520909011
1iomFH_A	2001-03-19	x-ray diffraction	1.5	1.525281363907031	1.525539891933485
2pn0FH_B	2007-04-23	x-ray diffraction	1.7	1.5288431719752993	1.5277698989123176
1m15FH_A	2002-06-17	x-ray diffraction	1.2	1.521314673048123	1.521414007760598
1zzkFH_A	2005-06-14	x-ray diffraction	0.95	1.5198873341575074	1.5205364256994622
1gttFH_A	2002-01-18	x-ray diffraction	1.7	1.5245515500497564	1.5243499181374898
2genFH_A	2006-03-20	x-ray diffraction	1.7	1.5296042623529444	1.5301999569456946
2wy4FH_A	2009-11-11	x-ray diffraction	1.35	1.5245247702734557	1.5244543152881695
2b1vFH_A	2005-09-16	x-ray diffraction	1.8	1.5258666861359793	1.525872201200615
2b7rFH_A	2005-10-05	x-ray diffraction	1.7	1.5369109419058355	1.537357775075567
3louFH_C	2010-02-04	x-ray diffraction	1.9	1.5256760217369985	1.5265542171350828
3i57FH_B	2009-07-03	x-ray diffraction	1.8	1.5229311943598025	1.5220744984836445
3hczFH_A	2009-05-06	x-ray diffraction	1.88	1.5280851993066606	1.528679077658948
1sehFH_A	2004-02-17	x-ray diffraction	1.47	1.5183894180164375	1.5179874984444721
2uyzFH_A	2007-04-21	x-ray diffraction	1.4	1.5280408757471888	1.5275766542833078
1wd3FH_A	2004-05-11	x-ray diffraction	1.75	1.5228787239748247	1.5233461878241117
1ucsFH_A	2003-04-21	x-ray diffraction	0.62	1.5272402653309727	1.527326654997244
2uuyFH_B	2007-03-08	x-ray diffraction	1.15	1.5171509055721457	1.5197784579862055
